"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","microphone_confirmed","device_id","view_history","trial_type_label","estimated_stimulus_onset","audio_upload","stimulus_code","sentence","condition","trial_stage","audio_url","recording_attempt","recording_filename","review_decision","saved_audio_file"
"723","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The large intestine is about 7 feet long.</p>
              <audio controls src=""blob:https://charburnham.github.io/54559724-9f8e-4783-9272-20dcafbaf2f4"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","59","294253","0.0-24.0-2.0","6nhu1nbwba","","","","","","queued","44F","The large intestine is about 7 feet long.","false","sentence_review","","1","6nhu1nbwba_44F_audio.webm","accepted","6nhu1nbwba_44F_audio.webm"
"799","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Almonds are part of the peach family.</p>
          </div>
        ","0","html-button-response","60","295055","0.0-25.0-0.0","6nhu1nbwba","","","","","","","9T","Almonds are part of the peach family.","true","sentence_ready","","","","",""
"3722","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Almonds are part of the peach family.</p>
          </div>
        ","null","html-audio-response","61","298860","0.0-25.0-1.0","6nhu1nbwba","","","","","14","","9T","Almonds are part of the peach family.","true","sentence_recording","blob:https://charburnham.github.io/adda592f-f341-4591-8087-e9c8e1cb4cfe","1","6nhu1nbwba_9T_audio.webm","",""
"706","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Almonds are part of the peach family.</p>
              <audio controls src=""blob:https://charburnham.github.io/adda592f-f341-4591-8087-e9c8e1cb4cfe"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","62","299569","0.0-25.0-2.0","6nhu1nbwba","","","","","","queued","9T","Almonds are part of the peach family.","true","sentence_review","","1","6nhu1nbwba_9T_audio.webm","accepted","6nhu1nbwba_9T_audio.webm"
"1051","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The clownfish is the only animal that can turn its stomach inside out.</p>
          </div>
        ","0","html-button-response","63","300624","0.0-26.0-0.0","6nhu1nbwba","","","","","","","12F","The clownfish is the only animal that can turn its stomach inside out.","false","sentence_ready","","","","",""
"5678","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The clownfish is the only animal that can turn its stomach inside out.</p>
          </div>
        ","null","html-audio-response","64","306378","0.0-26.0-1.0","6nhu1nbwba","","","","","10","","12F","The clownfish is the only animal that can turn its stomach inside out.","false","sentence_recording","blob:https://charburnham.github.io/65221713-fd0e-4273-b539-f80a5a732c06","1","6nhu1nbwba_12F_audio.webm","",""
"6748","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The clownfish is the only animal that can turn its stomach inside out.</p>
              <audio controls src=""blob:https://charburnham.github.io/65221713-fd0e-4273-b539-f80a5a732c06"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","65","313129","0.0-26.0-2.0","6nhu1nbwba","","","","","","queued","12F","The clownfish is the only animal that can turn its stomach inside out.","false","sentence_review","","1","6nhu1nbwba_12F_audio.webm","accepted","6nhu1nbwba_12F_audio.webm"
"1158","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">English is the official language of the United States.</p>
          </div>
        ","0","html-button-response","66","314291","0.0-27.0-0.0","6nhu1nbwba","","","","","","","37F","English is the official language of the United States.","false","sentence_ready","","","","",""
"4204","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">English is the official language of the United States.</p>
          </div>
        ","null","html-audio-response","67","318578","0.0-27.0-1.0","6nhu1nbwba","","","","","17","","37F","English is the official language of the United States.","false","sentence_recording","blob:https://charburnham.github.io/e30b02e0-4472-4390-be2b-10ac0032a917","1","6nhu1nbwba_37F_audio.webm","",""
"828","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">English is the official language of the United States.</p>
              <audio controls src=""blob:https://charburnham.github.io/e30b02e0-4472-4390-be2b-10ac0032a917"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","68","319410","0.0-27.0-2.0","6nhu1nbwba","","","","","","queued","37F","English is the official language of the United States.","false","sentence_review","","1","6nhu1nbwba_37F_audio.webm","accepted","6nhu1nbwba_37F_audio.webm"
"1050","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Jellyfish do not have hearts.</p>
          </div>
        ","0","html-button-response","69","320464","0.0-28.0-0.0","6nhu1nbwba","","","","","","","25T","Jellyfish do not have hearts.","true","sentence_ready","","","","",""
"3068","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Jellyfish do not have hearts.</p>
          </div>
        ","null","html-audio-response","70","323610","0.0-28.0-1.0","6nhu1nbwba","","","","","3","","25T","Jellyfish do not have hearts.","true","sentence_recording","blob:https://charburnham.github.io/de3685db-1aa8-4187-8947-b2ad7597e71a","1","6nhu1nbwba_25T_audio.webm","",""
"4115","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Jellyfish do not have hearts.</p>
              <audio controls src=""blob:https://charburnham.github.io/de3685db-1aa8-4187-8947-b2ad7597e71a"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","71","327728","0.0-28.0-2.0","6nhu1nbwba","","","","","","queued","25T","Jellyfish do not have hearts.","true","sentence_review","","1","6nhu1nbwba_25T_audio.webm","accepted","6nhu1nbwba_25T_audio.webm"
"5230","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Elephants can't jump.</p>
          </div>
        ","0","html-button-response","72","332962","0.0-29.0-0.0","6nhu1nbwba","","","","","","","F3T","Elephants can't jump.","true","sentence_ready","","","","",""
"2756","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Elephants can't jump.</p>
          </div>
        ","null","html-audio-response","73","335794","0.0-29.0-1.0","6nhu1nbwba","","","","","3","","F3T","Elephants can't jump.","true","sentence_recording","blob:https://charburnham.github.io/a72f9c91-10e8-4a4d-b806-f313605ca955","1","6nhu1nbwba_F3T_audio.webm","",""
"593","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Elephants can't jump.</p>
              <audio controls src=""blob:https://charburnham.github.io/a72f9c91-10e8-4a4d-b806-f313605ca955"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","74","336390","0.0-29.0-2.0","6nhu1nbwba","","","","","","queued","F3T","Elephants can't jump.","true","sentence_review","","1","6nhu1nbwba_F3T_audio.webm","accepted","6nhu1nbwba_F3T_audio.webm"
